video_id,subtitle,physical_tags,desc_A,desc_B,label,label_letter
samplenew3_00034766,All these words of yours that underestimate yourself have harmed my child.,"[Acoustic Prosody] Voice energy=0.0187, Pitch var=20394.21, Sharpness=2633.1Hz, Speed=5.01b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Upper Lid Raiser(peak:1.00) | [Macro Emotion Base] neutral(max_prob:0.82), sadness(max_prob:0.71)","In the video, a young woman exhibits a facial expression characterized by lowered eyebrows, typically indicating anger or frustration. Her words, ""It's all your self-deprecating words that have harmed my child,"" imply that she is addressing a person who has caused harm to someone she cares about, likely her child.","In the text, the subtitle reads, ""It's your arrogant words that have harmed my child."" This sentence may be the individual's accusation or complaint against someone. Based on the emotional clues of anger and frustration described in the audio and the deep thought and focus exhibited by the old man in the video, we can infer that this sentence may carry a tone of anger and blame. The individual may believe that the other person's words or actions have led to some negative consequences, possibly causing harm to the individual's child. Therefore, this sentence expresses the individual's anger and blame towards the other person, aligning with the overall negative emotions displayed by the individual.",Prefer B,B
samplenew3_00029630,I see that you will definitely become a writer in the future. You guys really need to nurture and cultivate it well.,"[Acoustic Prosody] Voice energy=0.0392, Pitch var=11897.63, Sharpness=1526.1Hz, Speed=7.96b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] neutral(max_prob:0.82), surprise(max_prob:0.77)","In the video, an individual displays subtle facial expressions (lip corner puller and cheek dimple) and a positive tone, expressing confidence and optimism about their future career aspirations. This combination suggests that the person is feeling happy, likely due to their enthusiasm and excitement about their future prospects.","In the text, the subtitle reads, ""I see a future writer in you, you really need to nurture it."" This sentence may be an evaluation or prediction from the man to the person or audience in front of him. Based on the confident and decisive tone and clear and concise expression described in the audio clues, as well as the confident and decisive facial expressions and body movements displayed by the man in the video clues, we can infer that this sentence is likely a positive evaluation or encouragement, expressing optimistic expectations for the other person's future development. The man may believe that the other person has the potential to become a writer and advises them to nurture this talent. Overall, this sentence aligns with the positive emotional state displayed by the man.",Prefer B,B
samplenew3_00007717,The people from the Public Security Bureau of Lvzhou City have arrested all of our relatives at home.,"[Acoustic Prosody] Voice energy=0.0743, Pitch var=2646.96, Sharpness=986.4Hz, Speed=7.01b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] fear(max_prob:0.96), sadness(max_prob:0.89)","In the text, caption content: ""Results from the Lu Zhou Public Security Bureau have led to the arrest of all our relatives."" Based on the description of the male voice in the audio clues, speaking quickly, with a high pitch, emotion-filled tone, and an inflection conveying anger and frustration, we can infer that this sentence might be a man expressing his anger and frustration at the actions of the Lu Zhou Public Security Bureau in arresting his relatives. The woman's reaction might indicate surprise, curiosity, or concern about what her husband has said. Therefore, considering both the video and audio clues, we can speculate that the man's's emotional state is one of anger and frustration, while the woman's's emotional state may be characterized by surprise, curiosity, or worry.","In the video, the man displays a facial expression that suggests disgust, with wrinkled nose, depressed lip corners, and enlarged nostrils. However, his tone is normal and neutral, suggesting that his disgust is not directed at the person he is speaking to, but rather at the content of the information.So his mood is neutral.",Prefer A,A
samplenew3_00023654,I counted,"[Acoustic Prosody] Voice energy=0.0576, Pitch var=14242.63, Sharpness=2013.9Hz, Speed=6.37b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00), Dimpler(peak:1.00) | [Macro Emotion Base] sadness(max_prob:0.98), disgust(max_prob:0.03)","In the text, caption content: ""I counted."" This sentence might be a female responding to a question or describing her experience. Given the anxiety cues in the video context, such as furrowed eyebrows and an open mouth, as well as the audio cues of a trembling and shaky voice, we can infer that this sentence might be a description of something she has counted or an indication of her efforts to control her emotions. The tone of this statement carries a sense of tension and anxiety, which alignss with the overall anxious demeanor of the female.","In the video, a woman sits on a red couch in a bedroom, wearing a blue hospital gown, conveying discomfort or unease through her furrowed brows and slightly drooping mouth. Her fearful tone and phrase ""I counted it"" imply loss or scarcity, suggesting she is struggling with a difficult or painful experience, leading to feelings of sadness.",Prefer A,A
samplenew3_00072388,"Renovate within the scope and fully comply with laws and regulations. The noise is not my fault. Your house is too old and poorly soundproofed, it can't withstand it.","[Acoustic Prosody] Voice energy=0.0826, Pitch var=10612.27, Sharpness=2435.1Hz, Speed=5.18b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] fear(max_prob:0.96), happiness(max_prob:0.95)","In the text, caption content: ""Carry out renovation within the scope and fully comply with laws and regulations, to begin with, this noise is really not something I can handle. Your house is too old, the insulation is too poor, it can't withstand it."" This sentence might be a complaint or explanation from a woman regarding some issue or situation. Considering the audio clues where the announcer's voice is trembling and shaking, breaths short and shallow, and the video clues of the woman crying facial expressions and body language, we can infer that this sentence might carry an emotion of anxiety, unease, or stress. The woman might be complaining about the soundproofing problem of the house, expressing her dissatisfaction and distress with the noise and the age of the building.","In the video, the person's facial expressions (lowered brow and raised chin) suggest frustration or annoyance. Their tone and words (""Decorate within the scope..."") convey a sense of authority, firmness, and disapproval, implying anger or frustration towards the situation or the person being addressed.",Prefer A,A
samplenew3_00059055,Dunqing Wang is so ignorant of his own status.,"[Acoustic Prosody] Voice energy=0.0631, Pitch var=4209.66, Sharpness=2066.2Hz, Speed=6.94b/s. | [Facial Micro-movements] Brow Lowerer(peak:1.00), Upper Lid Raiser(peak:1.00), Lip Tightener(peak:1.00) | [Macro Emotion Base] neutral(max_prob:0.77), surprise(max_prob:0.71)","In the text, the caption reads: ""Tongqing Wang is so disrespectful."" This sentence might be a woman's evaluation or reaction to Tongqing Wang. Given the audio cues with a mundane and monotonous tone of voice, and an intonation that suggests they they may feel overwhelmed or under considerable stress, it can be inferred that this sentence might carry a tone of dissatisfaction or disdain. Therefore, this sentence could be a negative assessment of a woman towards Tongqing Wang, expressing her discontent or disdain towards him. Simultaneously, the video clues with the woman's anger and disdainful facial expressions as well as her serious body language support this inference.","In the video, a woman exhibits a neutral or slightly curious state through her facial expressions, speaking in a straightforward manner without apparent emotional attachment or bias.",Prefer A,A
samplenew3_00071171,The two of you are the naughtiest runners.,"[Acoustic Prosody] Voice energy=0.0819, Pitch var=7641.12, Sharpness=1465.8Hz, Speed=4.82b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] neutral(max_prob:0.94), anger(max_prob:0.84)","In the text, caption content: ""The most mischievous ones are you two."" This sentence could be a man's evaluation or response to the people around him or certain behaviors. Given the speaker's's use of a high pitch, rapid speech, and showing signs of anxiety or irritation, as well as the man's's angry facial expression and body language described in the audio clues, we can infer that the statement might carry an angry or dissatisfied tone. Therefore, this sentence could be the man's criticizing or complaining about the people around him or certain behaviors, which alignss with his overall display of negative emotions.","In the video, a man stands amidst a group of people, displaying facial expressions—brow lowerer, lip tightener, and upper lip raiser—that convey anger or annoyance. His tone and intonation are also angry, as he says, ""Patrol, the most mischievous runners are both of you.""",Prefer A,A
samplenew3_00107231,Snoring in the middle of the night should be considered deep sleep.,"[Acoustic Prosody] Voice energy=0.0500, Pitch var=8794.43, Sharpness=1953.5Hz, Speed=7.24b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] surprise(max_prob:0.97), fear(max_prob:0.81)","In the video, a man is shown hugging a young girl, with facial expressions (lip corner puller and cheek dimple) and tone suggesting a genuine and warm emotional state. His emotional cues imply a sense of joy and affection, likely stemming from the closeness and connection he shares with the girl.","In the text, the caption reads: ""Snoring in the late night could be considered deep sleep, right?"" This sentence might be a comment or response from a male to a girl's snoring. Given the audio clue of a male voice that is monotonous and slightly bored, and the video clue of the male placing his hand on the girl's shoulder with concern and support, we can infer that the tone of this sentence might carry a hint of humor or jest. Therefore, this statement may not be a negative evaluation but a casual or playful expression, fitting the positive relationship between the male and the girl as depicted in the video. Considering both the audio and video clues, we can deduce that the male in this situation might feel relaxed and humorous.",Prefer B,B
samplenew3_00017252,"Nowhere to go, caught between a rock and a hard place.","[Acoustic Prosody] Voice energy=0.0043, Pitch var=12300.65, Sharpness=2148.9Hz, Speed=5.21b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] sadness(max_prob:0.90), disgust(max_prob:0.59)","In the video, a person sits in a room, focusing on something, with a calm tone and normal intonation. Their facial expression is a Brow Lowerer, indicating concentration or contemplation. The spoken words, ""There is nowhere to go, a dilemma,"" imply a neutral or objective assessment of a situation.","In the text, the subtitle reads: ""Nowhere to go, caught in a dilemma."" This sentence may be expressing the person's dilemma or pain. Based on the description of the male voice's tone of frustration and despair in the audio clue, as well as the serious expression of the man in the video and the quiet atmosphere of the environment, we can infer that this sentence may be describing a state of dilemma, helplessness, or pain. The content of this sentence implies that he is facing a situation where he has no way out and cannot find a solution to his problems, further deepening his distress and despair.",Prefer B,B
samplenew3_00031211,"Tidy up and pack your things, tonight life will shine.","[Acoustic Prosody] Voice energy=0.0906, Pitch var=8253.34, Sharpness=836.5Hz, Speed=2.59b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] sadness(max_prob:0.95), neutral(max_prob:0.93)","In the video, a person sits on a couch, gazing at their phone, with a lowered brow and an eyebrow raised, indicating a mix of emotions. Their tone and intonation are melancholic, suggesting a sense of resignation or hopelessness.","In the text, the caption reads: ""Gathering my things for a bright life tonight."" Given the mix of positive and negative emotions described in the audio clues related to the individual's's personal experiences, as well as the confusion and smile evident in the video clues, we can infer that this phrase might be describing the individual making preparations, possibly with a humorous or joyful tone. The video clues' depiction of the environment, with a sofa and chairs under soft lighting, creates an atmosphere conducive to relaxation, which supports the notion that the individual might be engaged in a light-hearted conversation. Therefore, this sentence could be describing the individual making preparations, with a humorous or joyful undertone, aligning with the overall expression of confusion and a smile.",Prefer A,A
samplenew3_00042403,What are you doing in the backyard?,"[Acoustic Prosody] Voice energy=0.0105, Pitch var=9067.87, Sharpness=2361.9Hz, Speed=6.36b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] surprise(max_prob:0.96), fear(max_prob:0.94)","In the text, the subtitle says, ""What are you doing in the backyard?"" This sentence is likely an inquiry or questioning from the person in the white robe to the person wearing the mask. Based on the description of the trembling voice and excited tone of voice in the audio clues, as well as the expression of concern or curiosity from the person in the white robe towards the person wearing the mask in the video clues, we can infer that this sentence may carry a tense or uneasy tone. Therefore, this sentence may be a form of questioning or expressing concern about the actions of the person wearing the mask, aligning with the tense atmosphere in the video.","In the video, a person's facial expression features lifted upper eyelids, indicating surprise. They ask a question in a normal tone, despite being in an unexpected and potentially threatening situation, with a sword-wielding individual in their backyard.",Prefer A,A
samplenew3_00084746,Are you the political commissar? Don't you have any authority?,"[Acoustic Prosody] Voice energy=0.0461, Pitch var=6780.06, Sharpness=1234.5Hz, Speed=7.32b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00), Upper Lid Raiser(peak:1.00) | [Macro Emotion Base] sadness(max_prob:0.63), fear(max_prob:0.61)","In the text, the subtitle says, ""You are the political commissar, don't you have any authority?"" This sentence may be a questioning or criticizing remark from the speaker to the other person. Based on the description of the speaker's fast-paced and impatient speaking style, as well as the harsh and confrontational tone in the audio clues, it can be inferred that this sentence carries a sense of anger or dissatisfaction. The speaker may be disappointed or dissatisfied with the other person's actions or abilities, hence using a questioning tone to express their emotions.","In the video, a man exhibits a facial expression typically associated with anger or frustration: frowning with furrowed brows, tight lips, and pursed lips. His words, ""Are you a political commissar without any authority?"", imply indignation, criticism, or disdain, further supporting the inference that he is feeling angry.",Prefer A,A
samplenew3_00016631,I believe your father will definitely come to pay his respects.,"[Acoustic Prosody] Voice energy=0.0553, Pitch var=5336.75, Sharpness=1646.4Hz, Speed=9.14b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] neutral(max_prob:0.97), sadness(max_prob:0.52)","In the video, the person's facial expression is a Brow Lowerer, indicating focused attention, and their tone and intonation are neutral, without emotional inflections. Their statement is matter-of-fact, suggesting a neutral emotional state, focused on conveying information rather than expressing emotions.","In the text, the caption reads: ""I'm sure your dad will definitely come to pay his respects."" This sentence might be the speaker's's comfort or encouragement to someone. Given the subtle tremble in the speaker's's voice and the uncertain or overwhelmed emotional tone indicated by the audio cues, along with the man's facial expressions suggesting he might be contemplating or thinking about something in the video clues, we can infer that this sentence is likely an attempt by the speaker to comfort or encourage the man, assuringing him that his father would attend some ceremony or event. The statement may be intended to alleviate the man's's negative emotions, offering him some comfort and support.",Prefer A,A
samplenew3_00072641,Did cousin leave any last words before passing away?,"[Acoustic Prosody] Voice energy=0.0635, Pitch var=17183.93, Sharpness=2107.2Hz, Speed=6.90b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] sadness(max_prob:0.94), neutral(max_prob:0.59)","In the video, a woman sits on a couch with a serious expression, tense lips, and a sincere tone, asking a poignant question about a deceased cousin. This combination suggests she is worried about the outcome or impact of the conversation, indicating her emotional state is one of worry.","In the text, the caption reads: ""Was there anything she aunt said before she passed away?"" Based on the facial expressions and body language of the woman described in the video clues, as well as her interactions with others in the room, it can be inferred that she might be contemplating or worrying about something. This is relevant to the caption content mentioning ""before she passed away,"" indicating she might be concerned or askinging about her aunt's situation. Through the audio clues, fluctuations in the tone and inflection of the voice suggest that she experienced various emotions during the conversation, such as sadness, anxiety, or tension. Thus, the question in the caption may reflect her emotional state following her aunt's passing, expressing her curiosity and concern over any words she aunt might have left behind.",Prefer B,B
samplenew3_00004398,I've been doing this for so many years.,"[Acoustic Prosody] Voice energy=0.0587, Pitch var=2014.17, Sharpness=1070.9Hz, Speed=4.20b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] fear(max_prob:0.83), anger(max_prob:0.82)","In the video, a man is engaged in a formal dining experience, with a neutral tone and normal intonation. His facial expressions are mixed, but his speech is matter-of-fact, suggesting a neutral emotional state, likely reflecting a sense of routine or normalcy.","In the text, the caption reads: ""I've been doing this for so long."" This phrase could be said by a man in a suit to another person. The individual's voice described in the audio clues shows signs of fatigue and stress, and the man in the suit making a silly face in the video clues suggests that this line might be spoken with a tone that implies exhaustion or resignation. Therefore, this sentence might be the man in the suit expressing his feelings about work or some experience, in a way that matches his overall appearance of fatigue and pressure.",Prefer A,A
samplenew3_00078799,"Exactly, that's how it is.","[Acoustic Prosody] Voice energy=0.0611, Pitch var=8351.79, Sharpness=1775.9Hz, Speed=5.13b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] sadness(max_prob:0.99), fear(max_prob:0.55)","In the text, the subtitle content says, ""That's right, that's how it is."" This sentence is likely a response or statement from the man in the conversation. Based on the audio clues describing the individual's high pitch, fast and staccato speech, as well as the video clues of the man's serious expression and focused actions, we can infer that this sentence may carry an affirmative or agreeing tone. Therefore, this sentence is likely the man expressing agreement or stating his own viewpoint, aligning with the overall tense and focused emotions displayed by the man.","In the video, a man exhibits a slight decrease in eyebrows, shows teeth, and has a hollow face when smiling, indicating a subtle yet genuine expression of happiness. His tone and intonation sound natural, and he responds with ""Exactly, that's it"", suggesting relief, agreement, or confirmation.",Prefer A,A
samplenew3_00022690,"Once a daughter gets married, she is no longer a daughter.","[Acoustic Prosody] Voice energy=0.0099, Pitch var=4616.25, Sharpness=1809.3Hz, Speed=7.96b/s. | [Facial Micro-movements] Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00), Upper Lid Raiser(peak:1.00) | [Macro Emotion Base] happiness(max_prob:1.00), sadness(max_prob:0.84)","In the video, a young girl with a traditional Japanese attire stands in front of a fireplace, displaying a toothy smile with indentation when smiling. Her facial expression suggests happiness, indicating her emotional label is one of happy.","In the text, the caption reads: ""Once a daughter marries, she's no longer your daughter."" This statement could be something a woman might say to herself during introspection or pondering over her family dynamics. Given the video hints of her expressionless demeanor, relaxed gestures, and the simplicity of her surroundings, it can be inferred that she she might be in a state of calmness or deep contemplation.   From the audio cues, the speaker has a higher pitch voice with slight tremors and speaks at a relatively fast pace, suggesting that she might be experiencing heightened emotional arousal, possibly due to anxiety or excitement, and may feel a sense of urgency or pressure in conveying her message. Therefore, this sentence might reflect a complex emotional state for the woman as she considers through the changes in her family structure and her own role following her daughter's marriage, potentially encompassing elements of anxiety, stress, or thoughtful reflection.",Prefer A,A
samplenew3_00014723,There is nothing,"[Acoustic Prosody] Voice energy=0.0211, Pitch var=13374.35, Sharpness=1765.1Hz, Speed=7.17b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00), Upper Lid Raiser(peak:1.00) | [Macro Emotion Base] sadness(max_prob:0.99), anger(max_prob:0.53)","In the video, the woman's intense stare, lowered brows, and fearful tone suggest a deep emotional distress. Her words, ""There's nothing,"" imply a sense of loss or emptiness, and the presence of a blanket draped over the chair reinforces a sense of desolation or abandonment.","In the text, the caption reads: ""Nothing."" This phrase might be the woman's response to the outcome of some expectation or hope. Given the audio cues that describe an individual feeling excited and anxious, and the video clues showing the woman expressing concern through her facial expressions and body language, we can infer that this sentence might indicate her disappointment or gloom due to her expectations not being met. Thus, this sentence expresses the woman's emotionally negative state, which alignss with her overall display of worry and distress.",Prefer B,B
samplenew3_00099328,Please uncle can give me some guidance on how to make you the best choice to become the crown prince.,"[Acoustic Prosody] Voice energy=0.0296, Pitch var=7091.46, Sharpness=1751.1Hz, Speed=4.72b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] fear(max_prob:0.95), sadness(max_prob:0.86)","In the video, a person sits with a serious expression, displaying a brow lowerer indicating focus or concentration. Their tone and intonation are normal, and they speak in a straightforward manner. This suggests a neutral emotional state, as the person is engaged in a professional or formal conversation without emotional inflection or dramatic language.","In the text, caption content: ""Please, uncle, enlighten me on how to be your indispensible choice for the crown prince."" This sentence might be a man's's request or expectation towards his uncle. Based on the audio clues where the speaker's's trembling voice, monotone tone, and the man's serious expression and focused state in the video clue, we can infer that this sentence may carry a sense of tension or anticipation. The man might be hoping for guidance or advice from his uncle to help him become the best choice for the crown prince. This request might reflect the man's nervousness and eagerness for his future important role or responsibility.",Prefer B,B
samplenew3_00100893,"Dad, if I tell you now that I don't want to get married, what would you do?","[Acoustic Prosody] Voice energy=0.0482, Pitch var=7057.31, Sharpness=1658.6Hz, Speed=5.44b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:0.00), Outer Brow Raiser(peak:0.00), Brow Lowerer(peak:0.00) | [Macro Emotion Base] anger(max_prob:0.00), disgust(max_prob:0.00)","In the text, the subtitle content: ""If I were to tell you now that I don't wish to marry, what would you think?"" given the speaker's's tension and anxiety evident in the audio cues, along with uncertainty about her decision not to marry, and the female character's sadness or thoughtful expression visible in the video clues, we can infer that this sentence might be a female expressing her reluctance to marry to her father. The female's tension and anxiety could be due to her fear of her father's reaction, while her sadness or thoughtful expression might stem from her contemplation on how to convey this idea to her father. Therefore, this statement might carry an air of concern and uncertainty, and possibly, she is seeking her father's understanding and support.","In the video, a woman with a fearful tone and a sorrowful facial expression, characterized by lowered eyebrows and downturned corners of the mouth, is seated in a garden setting. Her fearful tone and words expressing anxiety and fear about sharing her true feelings with her father clearly indicate her emotion label is sad.",Prefer A,A
samplenew3_00062115,"It's all my fault, please forgive me, Your Majesty.","[Acoustic Prosody] Voice energy=0.0604, Pitch var=4183.38, Sharpness=2206.2Hz, Speed=5.28b/s. | [Facial Micro-movements] Upper Lid Raiser(peak:1.00), Lid Tightener(peak:1.00), Nose Wrinkler(peak:1.00) | [Macro Emotion Base] neutral(max_prob:0.96), anger(max_prob:0.42)","In the text, the subtitle reads, ""It's all my fault, please forgive me, Your Majesty."" This sentence may be an expression of self-blame and repentance from a female character to the emperor. Based on the audio clues describing the speaker's trembling voice and hesitant tone, as well as the video clues of the female character's facial expression filled with curiosity and amusement, it can be inferred that this sentence may carry a sense of tension and guilt. The female character may feel self-blame and guilt for some mistake or fault, and she may be trying to express her repentance and request forgiveness from the emperor. Overall, this sentence aligns with the emotional state described in the audio and video clues.","In the video, a woman's facial expression and tone convey insecurity and fear, and she verbalizes her apology, saying, ""Everything is my concubine's fault, please forgive me."" This suggests that the woman is actually feeling sad, likely due to feelings of guilt, shame, or regret.",Prefer A,A
samplenew3_00067892,You're the one talking about the little things in your pocket.,"[Acoustic Prosody] Voice energy=0.0643, Pitch var=13538.75, Sharpness=1757.0Hz, Speed=8.15b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] fear(max_prob:0.81), sadness(max_prob:0.78)","In the video, a middle-aged man sits on a couch, appearing relaxed, with a neutral facial expression (Brow Lowerer) and natural tone and intonation. His speech pattern is straightforward, suggesting a conversation about a mundane topic, which elicits a neutral emotional response.","In the text, the subtitle content says, ""You say that you only have that little thing in your pocket."" This sentence may be a response from the man to someone or something. Based on the serious and focused expression of the man in the video clues, as well as the trembling of his voice and the increased speech rate in the audio clues, we can infer that this sentence may carry a tone of dissatisfaction or contempt. The man may express dissatisfaction or disagreement towards someone or something, and may feel a certain amount of pressure or nervousness. However, more specific emotional states still require more clues to determine.",Prefer B,B
samplenew3_00094403,"Aunt Zhou is rich, do you still lack money?","[Acoustic Prosody] Voice energy=0.0789, Pitch var=8867.40, Sharpness=1692.3Hz, Speed=7.96b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] surprise(max_prob:0.93), sadness(max_prob:0.71)","In the text, the subtitle reads: ""Aunt Zhou has money, do you still lack funds?"" Given the woman's's expression in the video, which is a blend of curiosity and concern, and her focused observation of another woman's body language, we can infer that she might be contemplating or worrying about some issue related to money. The phrase in the subtitles could be a question or an inquiry directed at the other person, suggesting that she believes the other shouldn't not be lacking funds because Aunt Zhou has money. Based on the audio description of the speaker's having a high tone, speaking quickly, and with enthusiasm, we can speculate that this sentence might carry a sense of excitement or intensity. Therefore, this sentence might be the woman expressing her confusion or bewilderment about the other person's's financial situation, possibly infused with anxiety or concern.","In the video, a woman stands near a body of water, displaying a subtle sign of surprise through lifted upper eyelids. The unexpected topic of conversation, asking if Aunt Zhou is still short of money, in the serene surroundings, suggests she is surprised by the question or revelation.",Prefer A,A
samplenew3_00058189,"Yeah, after all, I don't have much time left.","[Acoustic Prosody] Voice energy=0.0789, Pitch var=3339.44, Sharpness=1178.6Hz, Speed=4.71b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] disgust(max_prob:0.79), neutral(max_prob:0.78)","In the video, a woman's expression appears to be a mix of a smile and sadness, with lowered eyebrows and a slightly drooping mouth. Her distraught tone and words, ""Yes, after all, my time is running out,"" suggest that she is struggling to come to terms with a difficult reality, likely the impending loss of something or someone important, which is the root cause of her sadness.","In the text, the caption reads: ""Yeah, after all, my days are numbered."" This line might be a man's response to something said in the conversation. Given the audio cues described of a heavy, deep, and melancholic male voice, as well as the video clues showing the man with a serious expression and their mutual gaze, we can infer that this sentence might carry a negative, sorrowful, or despairing tone. The man may be expressing his bleak outlook on life or his reflection on the brevity of his time left. This alignss with the emotional state of an individual who is possibly experiencing sadness or despair, as described by the audio clues.",Prefer B,B
samplenew3_00076045,You just took a small fruit knife from my classmate and me.,"[Acoustic Prosody] Voice energy=0.0686, Pitch var=12552.84, Sharpness=2160.5Hz, Speed=7.98b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] surprise(max_prob:1.00), neutral(max_prob:0.97)","In the text, the subtitle reads: ""You just took a small fruit knife from my classmate, didn't you?"" This sentence may be the boy's response to someone or something. Based on the audio clues describing the individual starting off with a playful and light tone, but then expressing a feeling of frustration and annoyance, as well as the rapid and shallow breathing, we can infer that this sentence may carry a sense of dissatisfaction or anger. The boy may be complaining or blaming someone for taking his small fruit knife, and he may feel very unhappy or angry about it. Therefore, this sentence expresses the boy's negative emotional state, aligning with the confusion and frustration he overall exhibits.","In the video, the boy's facial expressions and body language convey a sense of fear, including an upper lid raiser, outer brow arch, tightened eyelids, open mouth, raised eyebrow, and anxiously stretched lips. His fearful tone and intonation of voice, as well as his words suggesting guilt and hiding something, indicate he is experiencing fear.",Prefer B,B
samplenew3_00083447,"This is probably not very likely, how is it not possible?","[Acoustic Prosody] Voice energy=0.0772, Pitch var=1525.24, Sharpness=1161.9Hz, Speed=5.41b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Brow Lowerer(peak:1.00) | [Macro Emotion Base] happiness(max_prob:0.90), surprise(max_prob:0.85)","In the video, a person displays tense lips and a negative tone, speaking in a hesitant and uncertain manner. Phrases like ""I'm afraid it's unlikely, isn't it?"" and ""What? Impossible"" convey concern and doubt, suggesting they are worried about something related to the event or celebration.","In the text, caption content: ""I doubt it's feasible, how could it be impossible."" This phrase might be a response or evaluation from an older man to another man. Based on the audio cues, the individual's's pitch is high and tone is clear, suggesting they might be experiencing positive emotions such as happiness or excitement. However, the audio cues also mention that the person's's voice has a slight tremble, which might indicate they feels tense or anxious. Therefore, this sentence might be an expression of skepticism or doubt, indicating that the older man holds some doubt or disagreement towards what the other man said. This emotional state aligns with the mixed positive and negative emotions described in the audio cues.",Prefer B,B
samplenew3_00085392,"Don't burn bridges, will you?","[Acoustic Prosody] Voice energy=0.0608, Pitch var=5635.90, Sharpness=1150.6Hz, Speed=6.08b/s. | [Facial Micro-movements] Inner Brow Raiser(peak:1.00), Outer Brow Raiser(peak:1.00), Cheek Raiser(peak:1.00) | [Macro Emotion Base] happiness(max_prob:0.90), surprise(max_prob:0.86)","In the text, with subtitles reading: ""Wouldn it be crossing the bridge while burning the boats?"" the speaker uses a deliberate and measured tone, emphasizing certain wordsings and phrases along with an underlying tension in their voice. This allows us to infer that the statement might carry a tone of warning or concern. Simultaneously, given the video clue where the man wearing in a leather jacket exhibits a state of joy or enjoyment, we can deduce that this phrase could be a manifestation of worry or concern about his situation. Therefore, this statement might serve as a reminder or warning suggesting potential risks or issues.","In the video, the description actually suggests that the individual is happy, with a toothy smile and a sense of pleasure, but his saying,""Do you want to kick down the ladder when you have succeeded?"" indicating his mood is contempt.",Prefer A,A
